id_fornecedor;cnpj_fornecedor;fornecedor
For04061;34298816000165;KM MATERIAIS MEDICOS LTDA
For04062;24868172000140;CASTROMED MEDICAMENTOS E MATERIAIS MEDICOS E HOSPITALARES LTDA
For04063;10495121000105;VIA MEDICAMENTOS COMERCIO E CONSULTORIA EM SAUDE LTDA
For04064;21484336000147;MMH MED COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04065;20653373000179;IASMINE SOARES BEZERRA
For04066;11187037000197;DISTRIBUIDORA OMEGA LTDA
For04067;83929976000170;R C ZAGALLO MARQUES & CIA LTDA
For04068;27764200000177;C B DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA
For04069;32116161000131;KADFAR MEDICAMENTOS LTDA
For04070;11372104000143;D&D PRODUTOS DE HIGIENE E LIMPEZA LTDA
For04071;17211630000108;EXCELENCIA DISTRIBUIDORA DE PRODUTOS E SERVICOS LTDA
For04072;02977362000162;A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA
For04073;31673254001680;LABORATORIOS B BRAUN SA
For04074;13994852000193;HIPERDENTAL COMERCIO E REPRESENTACAO DE PRODUTOS ODONTOLOGICOS E MEDICO - HOSPITALAR LTDA
For04075;27250886000188;DAMIL COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04076;02248312000144;CEPALAB LABORATORIOS S.A
For04077;10588595000797;SANOFI MEDLEY FARMACEUTICA LTDA
For04078;03612312000306;NUTRIPORT COMERCIAL LTDA.
For04079;09222369000113;DENTAL MARIA LTDA
For04080;05215423000142;RCM COMERCIO DE MATERIAIS MEDICOS ODONTOLOGICOS LTDA
For04081;37154876000100;TYTO SAUDE LTDA
For04082;10638214000141;GM FARMA COMERCIAL LTDA
For04083;07897039000100;DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA
For04084;04267668000150;DINAMO EXPRESS INDUSTRIA E COMERCIO LTDA
For04085;14779687000110;JOSE CARLOS DE SOUZA PRODUTOS FARMACEUTICOS LTDA
For04086;26436496000134;CEARENSE COMERCIO DE PRODUTOS HOSPITALARES EIRELI
For04087;18258209000115;CIRURGICA CERON IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E VETERINARIOS LTDA
For04088;04508780000136;A. M. B. FARMACEUTICA COMERCIO E DISTRIBUICAO LTDA
For04089;35753111000153;NORD PRODUTOS EM SAUDE LTDA
For04090;63872493000170;I F S NASCIMENTO & CIA LTDA
For04091;26113505000156;REMAC MAIS DISTRIBUIDORA  LTDA
For04092;04210418000184;NOSSA PHARMACIA LTDA
For04093;43603551000152;AM CIANORTE DISTRIBUIDORA LTDA
For04094;17238455000142;A A Z SAUDE COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
For04095;57365116000141;ROSICLER CIRURGICA LTDA.
For04096;06098484000130;CELESTE DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04097;12420164002109;CM HOSPITALAR S.A.
For04098;33408105000133;GREENPHARMA QUIMICA E FARMACEUTICA EM RECUPERACAO JUDICIAL LTDA
For04099;14595915000100;FENIXMED COMERCIAL LTDA
For04100;05971158000122;INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA MACATUBA LTDA
For04101;16682179000144;DISMENE DISTRIBUIDORA DE MEDICAMENTOS DO NORDESTE LTDA
For04102;12391412000189;NOROMED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA
For04103;02662841000190;MASTERMED COMERCIAL LTDA
For04104;03402979000384;M.N.P. CUSTODIO COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04105;39718543000184;DC MEDIC DISTRIBUIDORA LTDA
For04106;04523992000192;MEDICAL-HOSP ASSESSORIA E SERVICOS LTDA
For04107;59250290000174;PAULO CARNEIRO DE LUCENA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL
For04108;03612312000497;NUTRIPORT COMERCIAL LTDA.
For04109;43232006000105;W.A. COMERCIO DE MEDICAMENTOS LTDA
For04110;10978106000118;CIRURGICA FAMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04111;25245772000114;L C MED MATERIAIS MEDICOS E HOSPITALARES LTDA
For04112;47063094000101;CIRULABOR PRODUTOS CIRURGICOS LTDA
For04113;07752236000476;MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A
For04114;07946534000154;MT COMERCIAL MEDICA LTDA
For04115;59225268000174;SOQUIMICA LABORATORIOS LTDA
For04116;01328535000159;CLASSMED - PRODUTOS HOSPITALARES LTDA
For04117;24262316000110;STAFF MEDICAL DISTRIBUIDORA LTDA
For04118;08446915000137;DAHER DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04119;25123729000186;PLACIDO- COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALAR LTDA
For04120;18872656000160;INOVA COMERCIAL HOSPITALAR LTDA
For04121;56994502000130;NOVARTIS BIOCIENCIAS SA
For04122;24325781000152;MD FARMA DISTRIBUIDOR ATACADISTA LTDA
For04123;10269296000102;SEMEAR DISTRIBUIDORA LTDA
For04124;30888187000172;PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR LTDA
For04125;09396156000108;POSITIVA - COMERCIO E SERVICOS LICITATORIOS LTDA
For04126;33324795000142;PROLICITA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04127;21340481000154;CDR BRASIL COMERCIAL LTDA
For04128;25725813000170;EQUIPAR MEDICO E HOSPITALAR LIMITADA
For04129;18917657000183;MEDH DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04130;02956455000100;MARTELL COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04131;24702356000135;CAPITAL MEDH IMPORTACAO DISTRIBUICAO E REPRESENTACAO COMERCIAL LTDA
For04132;34999637000155;WL PHARMA COMERCIO DE MATERIAIS MEDICOS HOSPITALARES LTDA
For04133;19086670000109;DICOREL DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04134;82873068000140;GENESIO A MENDES & CIA LTDA
For04135;08087373000153;VGMED COMERCIO E DISTRIBUIDORA DE PRODUTOS LTDA
For04136;08803423000151;KOP DO BRASIL INDUSTRIAS FARMACEUTICAS LTDA
For04137;26898124000120;FARMANORTE COMERCIO E MANIPULACAO DE MEDICAMENTOS LTDA
For04138;56998701000116;ABBOTT LABORATORIOS DO BRASIL LTDA
For04139;73008682000152;LABINBRAZ COMERCIAL LTDA
For04140;29025383000134;4FR ASSESSORIA E SERVICOS LTDA.
For04141;94876364000183;VIALI ATACADISTA E DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04142;39749232000182;FORCE FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04143;24826631000203;FARMA 2 PRODUTOS PARA SAUDE LTDA
For04144;34739557000160;A. P. DA  SILVA & SILVA  COM. DE  MEDICAMENTOS LTDA
For04145;82478140000134;SALVI, LOPES & CIA. LTDA
For04146;08583229000108;CARLA DE OLIVEIRA CORREA
For04147;34896253000107;SUPERA COMERCIO E DISTRIBUICAO DE PRODUTOS NUTRICIONAIS LTDA
For04148;01513946000114;BOSTON SCIENTIFIC DO BRASIL LTDA
For04149;13458946000148;LEVEL FARMACEUTICA LTDA
For04150;10801805000198;MEDCOSTA COMERCIO DE PRODUTOS MEDICOS LTDA
For04151;28537922000151;RBR COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA
For04152;43556958000176;ALTERNATIVA DISTRIBUIDORA HOSPITALAR LTDA
For04153;85081446000140;JOHNNY FELIPE CONTESINI DE OLIVEIRA LTDA
For04154;08697852000191;ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA
For04155;04242860000192;MEDI-GLOBE BRASIL LTDA
For04156;25210463000370;PTC FARMACEUTICA DO BRASIL LTDA.
For04157;28834716000103;CARMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04158;23864942000113;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04159;23121920000163;MARYMED DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA
For04160;22228679000103;OP QUIRINO DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04161;38170314000105;LIDER DISTRIBUIDORA PRODUTOS HOSPITALARESLTDA
For04162;33441895000159;FARMACIA HOSPITALAR NOROESTE ARACATUBA LTDA
For04163;09545032000147;J.A. COMERCIO DE PRODUTOS PARA RESGATE LTDA
For04164;05782733000491;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For04165;04970285000144;GAMACORP HOSPITALAR - COMERCIO DE MEDICAMENTOS LTDA
For04166;03330630000112;WELLINGTON MORALES LAUREANO
For04167;30535468000141;FIVE MED DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04168;03948933000101;REPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04169;17290835000126;M & R COMERCIO LTDA
For04170;46242310000113;IMPACTA MED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA
For04171;23349869000141;IDEALE TECNOLOGIA EM SAUDE LTDA
For04172;23236167000151;NORTH MED DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA.
For04173;36146166000168;MEDICAL.COM DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04174;26383168000117;PROSAUDE MATERIAL MEDICO HOSPITALAR LTDA
For04175;28729142000103;NORTELAB COMERCIO ATACADISTA  DE PRODUTOS LABORATORIAIS LTDA
For04176;26189890000115;HORIZON MEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04177;66783630000279;PRO-LIFE EQUIPAMENTOS MEDICOS LTDA
For04178;01154761000160;M. DI BUONO RIATO LTDA
For04179;42650279000107;LONDRIHOSP IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICO HOSPITALARES LTDA
For04180;34055837000150;CIRURGICAS MULLET IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E ODONTOLOGICOS LTDA
For04181;38098716000146;INTENSIMED COMERCIO DE INSTRUMENTOS E MAT. HOSPITALARES LTDA
For04182;33068320000132;ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA
For04183;02949582000182;MEDICALWAY EQUIPAMENTOS MEDICOS LTDA
For04184;26527362000129;ESFERA MASTER COMERCIAL LTDA
For04185;14769402000160;AGILE MED  IMPORTACAO E EXPORTACAO LTDA
For04186;79733572000130;CIRUPAR - COMERCIO DE EQUIPAMENTOS MEDICOS CIRURGICOS LTDA
For04187;40455009000101;ALMEIDA FARMACEUTICA LTDA
For04188;21596355000165;DENTAX COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA
For04189;18255796000199;M MAGALHAES PRODUTOS HOSPITALAR LTDA
For04190;06175908000112;BIO LOGICA DISTRIBUIDORA LTDA
For04191;46218314000166;PRIMEMED EQUIPAMENTOS LTDA
For04192;49475833001765;BIOLAB SANUS FARMACEUTICA LTDA
For04193;07626776000160;CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA
For04194;78746773000109;CASEX IND DE PLASTICOS E PROD MEDICOS HOSPITALARES LTDA
For04195;05199015000144;DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS ODONTOLOGICOS LTDA
For04196;08618163000144;CIRURGICA KLG LTDA
For04197;40895512000188;SOMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04198;21504525000134;DENTAL PRIME - PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA
For04199;03964598000127;MATERMED COMERCIAL DE ARTIGOS MEDICOS LIMITADA
For04200;12082502000198;PRIME MATERIAL MEDICO HOSPITALAR LTDA
For04201;29312896000126;BHDENTAL COMERCIAL LTDA
For04202;27162761000104;S2 DOCTOR DISTRIBUIDORA LTDA
For04203;42198801000153;GEMELI MEDICAL LTDA
For04204;31282018000157;BRASIL MED IMPORTACAO E EXPORTACAO LTDA
For04205;26715034000156;PROMED COMERCIO DE SUPRIMENTOS HOSPITALARES LTDA
For04206;72150550000106;JULIANO DE COSTA LTDA
For04207;80392566000145;AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
For04208;37141903000100;MEDBOX DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA
For04209;32786481000107;BELOFARMA LTDA
For04210;20227692000112;DISTRIBUIDORA MEDICAL LTDA
For04211;20610628000116;MEDICAL PRIME COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS PARA SAUDE LTDA
For04212;21608296000106;MAMED COMERCIAL LTDA
For04213;33735524000180;M.G. DOMINGUES DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04214;32181809000153;GUARIA COMERCIO E REPRESENTACAO DE PRODUTOS HOSPITALARES LTDA
For04215;06065614000138;SUPERMEDICA DISTRIBUIDORA HOSPITALAR LTDA
For04216;21670010000104;COMERCIAL CIRURGICA IPERO LTDA
For04217;27455068000111;ESFIGMED COMERCIAL HOSPITALAR LTDA
For04218;61613881000100;DAKFILM COMERCIAL LTDA
For04219;34758599000149;MEDICAL DA AMAZONIA LTDA
For04220;46263981000160;MENDES & DOURADO COMERCIO DE MEDICAMENTOS LTDA
For04221;38408899000159;EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA
For04222;21573367000174;E DA PASCOA ASSIS
For04223;11369348000177;FIX COM.  ATAC. DE MEDICAMENTOS LTDA
For04224;33932094000196;CH SOUZA PRODUTOS MEDICOS E HOSPITALARES LTDA
For04225;27066602000106;TS MEDICAL COMERCIO E SERVICO DE MATERIAL MEDICO HOSPITALAR E IMPORTACAO LTDA
For04226;24980102000189;LOGGEN PRODUTOS PARA SAUDE LTDA
For04227;24118004000137;ANGULAR PRODUTOS PARA SAUDE LTDA
For04228;59269654000168;IMAGEM SISTEMAS MEDICOS LTDA
For04229;46388662000181;FULLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
For04230;30571825000127;PDL NETO COMERCIO ATACADISTA DE MEDICAMENTOS LTDA
For04231;26853028000165;CIRUMED COMERCIO LTDA
For04232;01107391001182;SUPPORT PRODUTOS NUTRICIONAIS LTDA
For04233;44577516000179;LABJ IMPERIU'S PHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04234;25106470000165;ROYAL MED HOSPITALAR LTDA
For04235;08774906000175;HOSPDROGAS COMERCIAL LTDA
For04236;33561946000186;LOBOFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA
For04237;49059257000108;J & A COMERCIO E REPRESENTACOES DE PRODUTOS MEDICO-HOSPITALARES LTDA
For04238;03407436000198;SULMED - ARTIGOS HOSPITALARES LTDA
For04239;05746444000194;CIRURGICA PARANA - DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS LTDA
For04240;23993776000155;FARMACIA MAIS POPULAR LTDA
For04241;40367723000148;B. S. ARTIGOS DO VESTUARIO LTDA
For04242;41532061000187;STAR MIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA
For04243;44239382000186;PHOENIX INDUSTRIA E COMERCIO DE EQUIPAMENTOS CIENTIFICOS LTDA
For04244;43219256000105;LIFE CLEAN COMERCIO DE EQUIPAMENTOS LTDA
For04245;16917181000155;CCAF COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA
For04246;29196670000107;RHODES DISTRIBUIDORA DE MATERIAIS HOSPITALARES LTDA
For04247;00331788001603;AIR LIQUIDE BRASIL LTDA
For04248;19316524000114;DELTA SHOP - DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04249;35626812000121;ATLANTICO BC PRODUTOS PARA SAUDE LTDA
For04250;73318693000139;V P - MEDICAMENTOS LTDA
For04251;11776334000178;DENTAL SHOW - COMERCIO DE PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA
For04252;19501429000271;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA
For04253;42587791000148;CSMED PRODUTOS MEDICO-HOSPITALARES LTDA
For04254;30461442000104;PRECISION COMERCIAL DISTRIBUIDORA DE PRODUTOS MEDICO HOSPITALARES LTDA
For04255;43144036000151;GEOMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04256;12694747000176;NUTRICLIN SAUDE COMERCIO DE PRODUTOS NUTRICIONAIS LTDA
For04257;11089732000116;STOKMED PRODUTOS HOSPITALARES LTDA
For04258;23829339000109;INFINITI CONFECCAO LTDA
For04259;14646435000112;ULTRA MEDKA PRODUTOS PARA SAUDE LTDA
For04260;01294500000146;CENTERMED CIRURGICA LTDA
For04261;04355394000313;PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For04262;02976237000138;VALENTE & CASARIN LTDA
For04263;37931064000116;LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI
For04264;01178574000117;ABC DATASAUDE SERVICOS FARMACEUTICOS LTDA
For04265;08967471000185;PELOTAS DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04266;20402099000165;PRESTAMED HOSPITALAR LTDA
For04267;24826631000122;FARMA 2 PRODUTOS PARA SAUDE LTDA
For04268;33202407000150;RR MEDICAL LTDA
For04269;36945737000124;AC MED DISTRIBUIDORA SOCIEDADE LTDA
For04270;43640754000119;FUNDACAO PARA O REMEDIO POPULAR FURP
For04271;11054242000184;DENTAL COSTA PRODUTOS ODONTOLOGICOS LTDA
For04272;33660094000184;J.N.S. TEXTIL LTDA
For04273;33296918000189;LH COMERCIO DE MEDICAMENTOS LTDA
For04274;11145401000156;L A DALLA PORTA JUNIOR LTDA
For04275;48097911000105;LOVIAN MEDICAMENTOS LTDA
For04276;36757380000150;MEDSANTA COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICOS LTDA
For04277;32695863000117;BIOMED MATERIAIS MEDICOS HOSPITALARES LTDA
For04278;11367967000122;CERTA MEDICAMENTOS COMERCIAL LTDA
For04279;66969262000177;UNIT - INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LIMITADA
For04280;79430682014506;FARMACIA E DROGARIA NISSEI S.A
For04281;30547487000198;DISTRIBUIDORA DE MEDICAMENTOS BOEING LTDA
For04282;18110143000111;DENTAL CAMARGO COMERCIO LTDA
For04283;10596721000240;GEORGINI PRODUTOS HOSPITALARES LTDA
For04284;74068008000126;NORT MED PRODUTOS HOSPITALARES LTDA
For04285;23706033000157;MEDICAL CENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04286;23121810000100;G A - MEDICAL LTDA
For04287;11463608000179;ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA
For04288;41113359000152;DPNT COMERCIO E DISTRIBUICAO LTDA
For04289;11643096000394;MYLAN LABORATORIOS LTDA.
For04290;16686340000158;CRIS BELLA FARMACIA E MANIPULACAO LTDA
For04291;60665981000622;UNIAO QUIMICA FARMACEUTICA NACIONAL S A
For04292;05964983000108;D & V COMERCIO DE MATERIAL HOSPITALAR LTDA
For04293;12396450000124;NORT MED COMERCIO E SERVICOS DE PRODUTOS HOSPITALARES LTDA
For04294;28877319000119;PIETRA ODONTO IMPORTACAO E DISTRIBUIDORA LTDA
For04295;30471311000108;ALFA CURATIVOS LTDA
For04296;44223526000106;DISTRIBUIDORA AGUA BOA LTDA
For04297;16826043000160;DENTALMED COMERCIO DE PRODUTOS PARA SAUDE LTDA
For04298;20444829000190;CMED DISTRIBUIDORA LTDA
For04299;37174625000260;MODENA PRODUTOS E SOLUCOES PARA SAUDE LTDA
For04300;09485574000171;PROHOSPITAL COMERCIO HOLANDA LTDA
For04301;35153207000180;ESSENCIA HOSPITALAR LTDA
For04302;46388826000170;OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL LTDA
For04303;94271293000195;COMERCIAL CANDIMEDICA MEDICAMENTOS HUMANOS LTDA
For04304;10742865000187;ROBERTO CORETTI
For04305;38201387000117;VWL DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS MEDICO-HOSPITALARES LTDA
For04306;15479441000195;VITA BAHIA COMERCIAL LTDA
For04307;34479558000113;CIRURGICA PREMIUM DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04308;26898423000164;SILITEC PRODUTOS HOSPITALARES LTDA
For04309;19308719000112;S & B DISTRIBUIDORA E IMPORTADORA DE MEDICAMENTOS LTDA
For04310;04307650000135;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
For04311;23302414000170;HIPERDROGAS COMERCIO DE MEDICAMENTOS LTDA
For04312;35042079000106;RF LEITE DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA
For04313;12499494000180;HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.
For04314;04355394000232;PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.
For04315;37107761000157;PMW COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04316;01640262000183;CITOPHARMA MANIPULACAO DE MEDICAMENTOS ESPECIAIS LTDA
For04317;32282308000163;J DE BRITO - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA
For04318;26757894000152;LEMED DISTRIBUIDORA MATERIAIS HOSPITALARES LTDA
For04319;39655478000195;SEBOLD INDUSTRIA DE COSMETICOS LTDA
For04320;30698093000130;GOLD DISTRIBUIDORA LTDA
For04321;27330244000199;MC MEDICALL PRODUTOS MEDICO HOSPITALARES LTDA
For04322;09034672000192;MAEVE PRODUTOS HOSPITALARES LTDA
For04323;05804216000123;D + DISTRIBUIDORA LTDA
For04324;05344894000150;FUTURA COMERCIO DE MOVEIS E ELETRO LTDA
For04325;31940808000182;DELCA ARTIGOS MEDICOS LTDA
For04326;63643571000164;TANARIMAN INDUSTRIAL LTDA
For04327;42794327000122;SAMMED DROGARIA E MEDICAMENTOS ESPECIAIS LTDA
For04328;10377864000180;CARE MED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA
For04329;27844493000100;MEDSAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04330;04183656000148;DISTRICENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04331;21783698000139;VISAO DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04332;00468680000172;LABOTEK COMERCIO E DISTRIBUICAO DE PRODUTOS HOSPITALARES LTDA
For04333;47365250000199;BONATTO DISTRIBUIDORA  DE MEDICAMENTOS LTDA
For04334;31504080000146;ESTEVIA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04335;46440212000190;BRAXTER HOSPITALAR LTDA
For04336;06230386000104;SOROMED MARILIA LTDA
For04337;18033901000145;HABITABR DISTRIBUIDORA LTDA
For04338;48438835000154;JVFK MEDICAMENTOS LTDA
For04339;04522343000177;FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA
For04340;04880586000187;CIRURGICA REAL - COMERCIAL HOSPITALAR E FARMACEUTICA LTDA
For04341;21831246000185;TECH-SUL MEDICAL INDUSTRIA E COMERCIO LTDA
For04342;15229287000101;VIVRE COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04343;11226885000168;TORRES VALPORTO COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA
For04344;48714665000193;DISTRIBUIDORA DE MEDICAMENTOS SAO JOSE LTDA
For04345;30518247000165;EXCELMED DISTRIBUIDORA DE MATERIAIS MEDICOS E ODONTOLOGICOS LTDA
For04346;67673491000102;TOP MED COMERCIO DE MEDICAMENTOS LTDA
For04347;47866974000116;AGRESTE FARMA LTDA
For04348;04362282000128;D E A FARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA
For04349;04968644000129;J. B. DE OLIVEIRA JUNIOR DISTRIBUIDORA
For04350;38051916000143;R2S MED DISTRIBUIDORA E REPRESENTACAO LTDA
For04351;01592547000196;ESSENCIAL COSMETICOS INDUSTRIA LTDA
For04352;42496258000170;METTA FARMACEUTICA LTDA
For04353;82291311000111;AMARILDO BASEGGIO & CIA LTDA
For04354;06194440000103;ODONTOMEDI - PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA
For04355;25386146000148;LOTUS MEDICAL LTDA
For04356;17771867000143;DBV COMERCIO IMPORTACAO E EXPORTACAO DO BRASIL LTDA
For04357;09560267000108;BETANIAMED COMERCIAL LTDA
For04358;24384602000158;MZZ - COMERCIO DE PRODUTOS PARA SAUDE LTDA
For04359;05359481000140;CONEXAO MEDICA COMERCIAL LTDA
For04360;41464907000199;MED3 COMERCIO DE PRODUTOS HOSPITALARES LTDA
For04361;22654814000182;RGN INSTRUMENTOS E EQUIPAMENTOS MEDICOS LTDA
For04362;16366888000110;DIPROM - DISTRIBUIDORA DE PRODUTOS ODONTOLOGICOS E MATERIAIS LTDA
For04363;37882886000154;VERDE DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04364;25386019000149;FARMODONTO PRODUTOS HOSPITALARES LTDA
For04365;11606767000185;CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA
For04366;26984213000199;R.A. MARTINS - DISTRIBUIDORA LTDA
For04367;56994502000644;NOVARTIS BIOCIENCIAS SA
For04368;39241426000172;MELO COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALAR LTDA
For04369;46796127000160;ID FARMA LTDA
For04370;09427563000135;FRACMA COMERCIAL DE PRODUTOS PARA HIGIENE LTDA.
For04371;05050260000195;PROCARE - COMERCIO DE PRODUTOS HOSPITALARES LTDA.
For04372;12424049000150;LIDER COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA
For04373;32861890000112;LIDER DISTIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA
For04374;16752682000129;LEMOS - DISTRIBUIDORA HOSPITALAR LTDA
For04375;18483775000120;DU BOM DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALAR LTDA
For04376;30490772000110;LIFECENTER COMERCIO DE PRODUTOS PARA SAUDE LTDA
For04377;24595557000180;AGIL PRODUTOS PARA SAUDE LTDA
For04378;19423875000124;M D G COMERCIAL LTDA.
For04379;30766874000115;CIRURGICA PARANAVAI LTDA
For04380;28345933000130;BRAMED COMERCIO HOSPITALAR DO BRASIL LTDA
For04381;11215901000117;CIRURGICA BIOMEDICA LTDA
For04382;08924875000191;BIOVALIC COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.
For04383;50567060000169;DENTAL IPO LTDA
For04384;30526342000100;MKM DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04385;31495759000116;SIRIO PHARMA LTDA
For04386;28843779000126;DROGARIA SANTA ALICE DE VASSOURAS LTDA
For04387;34282929000172;ROMA DISTRIBUIDORA DE MATERIAIS  HOSPITALARES LTDA
For04388;42529374000149;DISTRIBUIDORA DE MEDICAMENTOS INTRAMED LTDA
For04389;10910334000156;GUARAILHA DISTRIBUIDORA DE ALIMENTOS LTDA
For04390;37778759000100;CWBCARE PRODUTOS MEDICO HOSPITALARES LTDA
For04391;52196947000113;VIEIRA FARMA FARMACIA DO TRABALHADOR LTDA
For04392;35310607000152;CLEAN MED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
For04393;42322863000125;IMPULSE PRODUTOS HOSPITALARES LTDA
For04394;18192961000100;ULTRA MEDICAL COMERCIO DE MATERIAIS HOSPITALARES LTDA
For04395;44127150000136;ASTRA MEDICAL SUPPLY PRODUTOS MEDICOS E HOSPITALARES LTDA
For04396;14112327000160;BIOFAC INDUSTRIA, COMERCIO E REPRESENTACAO LTDA
For04397;44038095000108;LOPES & ISHIKAWA DISTRIBUIDORA DE MEDICAMENTOS LTDA
For04398;32743252000105;MEDICAL CL 23 COMERCIO DE PRODUTOS MEDICOS LTDA
For04399;60665981000118;UNIAO QUIMICA FARMACEUTICA NACIONAL S A
